"","X","pl.p","IBRA","IBRAsub","data.source","collecting.agency","planting","plot","measure.date","lat","long","year.planted","age","establishment","plot.type","planting.width","plot.area","geometry","width","aridity.index","carbon","clay","elevation.relief","elevation","nitrogen","phosphorus","ph","prec.annual","prec.season","prescott","sand","silt","slope","soil.depth","solar.annual","tmax.annual","tmin.annual","TWI","tot.ag.mass","biomass.area","plant.count","density","rare.rich","rare.rich.se","alpha","planting.old"
"703",703,"234.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","234","A",2009,-36.9314,141.3657,1987,22,"DS","Planting",NA,0.0121,"Block",5,0.464114844799042,2.86428189277649,14.9429788589478,4.08346557617188,170,0.0658347718417645,0.0112530707071225,4.82233985265096,582,39,0.638362228870392,82.323476155599,5.05256191889445,0.353175073862076,1.05858826637268,15.9616480450159,20.375,7.41666666666667,10.3514728546143,1012.914169,83711.9147933884,50,4132.23140495868,2,0,2,"H2DHP1"
"704",704,"234.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","234","B",2009,-36.9314,141.3657,1987,22,"DS","Planting",NA,0.0121,"Block",5,0.464114844799042,2.86428189277649,14.9429788589478,4.08346557617188,170,0.0658347718417645,0.0112530707071225,4.82233985265096,582,39,0.638362228870392,82.323476155599,5.05256191889445,0.353175073862076,1.05858826637268,15.9616480450159,20.375,7.41666666666667,10.3514728546143,879.58705,72693.1446280992,34,2809.9173553719,2.98930481283422,0.102863016372574,3,"H2DHP1"
"705",705,"234.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","234","C",2009,-36.9314,141.3657,1987,22,"DS","Planting",NA,0.0121,"Block",5,0.464114844799042,2.86428189277649,14.9429788589478,4.08346557617188,170,0.0658347718417645,0.0112530707071225,4.82233985265096,582,39,0.638362228870392,82.323476155599,5.05256191889445,0.353175073862076,1.05858826637268,15.9616480450159,20.375,7.41666666666667,10.3514728546143,1058.169134,87451.9945454546,35,2892.56198347107,4.84024064171123,0.370537763678252,5,"H2DHP1"
"706",706,"235.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","235","A",2009,-37.0201,141.2138,2000,9,"DS","Planting",NA,0.024,"Linear (9 rows, 40 m)",4,0.486768245697021,3.43082666397095,40.7852605183919,4.42721557617188,145,0.132421438892682,0.0180695628126462,5.73712476094564,607,40,0.700569868087769,45.8610242207845,11.8950958251953,1.19969606399536,1.09630906581879,15.8221643405151,20.3583333333333,7.55833333333333,11.0524635314941,1426.383414,59432.64225,38,1583.33333333333,4.7097035115611,0.484248654958291,5,"H2FAP1"
"707",707,"235.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","235","B",2009,-37.0201,141.2138,2000,9,"DS","Planting",NA,0.024,"Linear (9 rows, 40 m)",4,0.486768245697021,3.43082666397095,40.7852605183919,4.42721557617188,145,0.132421438892682,0.0180695628126462,5.73712476094564,607,40,0.700569868087769,45.8610242207845,11.8950958251953,1.19969606399536,1.09630906581879,15.8221643405151,20.3583333333333,7.55833333333333,11.0524635314941,1870.430303,77934.5959583333,60,2500,4.98274476205413,0.130400661432612,5,"H2FAP1"
"708",708,"235.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","235","C",2009,-37.0201,141.2138,2000,9,"DS","Planting",NA,0.024,"Linear (9 rows, 40 m)",4,0.486768245697021,3.43082666397095,40.7852605183919,4.42721557617188,145,0.132421438892682,0.0180695628126462,5.73712476094564,607,40,0.700569868087769,45.8610242207845,11.8950958251953,1.19969606399536,1.09630906581879,15.8221643405151,20.3583333333333,7.55833333333333,11.0524635314941,1604.442332,66851.7638333333,33,1375,4.99981671554252,0.0135370182937622,5,"H2FAP1"
"709",709,"236.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","236","A",2009,-37.0298,141.2149,1999,10,"TS","Planting",NA,0.04,"Linear (4 rows, 16 m)",2,0.48796147108078,3.51070809364319,21.2263784408569,4.08476257324219,143,0.103100071350733,0.0146595314145088,5.15727281570435,608,40,0.703612983226776,64.952210744222,6.45810588200887,0.418461978435516,1.12763118743896,15.7186140191897,20.3416666666667,7.55,11.5829257965088,2922.181814,73054.54535,35,875,1,0,1,"H2FAP2"
"710",710,"236.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","236","B",2009,-37.0298,141.2149,1999,10,"TS","Planting",NA,0.04,"Linear (4 rows, 16 m)",2,0.48796147108078,3.51070809364319,21.2263784408569,4.08476257324219,143,0.103100071350733,0.0146595314145088,5.15727281570435,608,40,0.703612983226776,64.952210744222,6.45810588200887,0.418461978435516,1.12763118743896,15.7186140191897,20.3416666666667,7.55,11.5829257965088,3729.140824,93228.5206,33,825,1,0,1,"H2FAP2"
"711",711,"236.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","236","C",2009,-37.0298,141.2149,1999,10,"TS","Planting",NA,0.04,"Linear (4 rows, 16 m)",2,0.48796147108078,3.51070809364319,21.2263784408569,4.08476257324219,143,0.103100071350733,0.0146595314145088,5.15727281570435,608,40,0.703612983226776,64.952210744222,6.45810588200887,0.418461978435516,1.12763118743896,15.7186140191897,20.3416666666667,7.55,11.5829257965088,4890.86798,122271.6995,29,725,1,0,1,"H2FAP2"
"712",712,"237.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","237","A",2009,-36.8767,141.2056,1999,10,"DS","Planting",NA,0.08,"Linear (? rows, 20 m)",2,0.449092358350754,3.28566575050354,27.1975777943929,3.68185424804688,131,0.0955442662040393,0.0163871298233668,5.45450623830159,569,40,0.650140821933746,57.4515126546224,8.69279257456462,0.350254744291306,1.14138352870941,16.0117579999225,20.6666666666667,7.625,8.20232963562012,3048.412119,38105.1514875,34,425,2.88233137829912,0.322215327332352,3,"H2KEP1"
"713",713,"237.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","237","B",2009,-36.8767,141.2056,1999,10,"DS","Planting",NA,0.08,"Linear (? rows, 20 m)",2,0.449092358350754,3.28566575050354,27.1975777943929,3.68185424804688,131,0.0955442662040393,0.0163871298233668,5.45450623830159,569,40,0.650140821933746,57.4515126546224,8.69279257456462,0.350254744291306,1.14138352870941,16.0117579999225,20.6666666666667,7.625,8.20232963562012,3214.012189,40175.1523625,29,362.5,2,0,2,"H2KEP1"
"714",714,"237.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","237","C",2009,-36.8767,141.2056,1999,10,"DS","Planting",NA,0.08,"Linear (? rows, 20 m)",2,0.449092358350754,3.28566575050354,27.1975777943929,3.68185424804688,131,0.0955442662040393,0.0163871298233668,5.45450623830159,569,40,0.650140821933746,57.4515126546224,8.69279257456462,0.350254744291306,1.14138352870941,16.0117579999225,20.6666666666667,7.625,8.20232963562012,2997.117095,37463.9636875,93,1162.5,2.66204552810442,0.780153415284458,4,"H2KEP1"
"715",715,"238.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","238","A",2009,-36.9686,141.2868,2001,8,"TS","Planting",NA,0.18,"Block",5,0.472843438386917,2.96549654006958,19.5145473480225,7.60450744628906,152,0.0883021764457226,0.0148539446915189,5.24987332026164,592,39,0.671324670314789,70.6992696126302,5.49833027521769,0.687668979167938,1.07718479633331,15.8815205250188,20.4333333333333,7.525,8.69026374816895,9152.567109,50847.59505,38,211.111111111111,1,0,1,"H2MCP1"
"716",716,"238.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","238","B",2009,-36.9686,141.2868,2001,8,"TS","Planting",NA,0.18,"Block",5,0.472843438386917,2.96549654006958,19.5145473480225,7.60450744628906,152,0.0883021764457226,0.0148539446915189,5.24987332026164,592,39,0.671324670314789,70.6992696126302,5.49833027521769,0.687668979167938,1.07718479633331,15.8815205250188,20.4333333333333,7.525,8.69026374816895,6682.226826,37123.4823666667,34,188.888888888889,1,0,1,"H2MCP1"
"717",717,"238.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","238","C",2009,-36.9686,141.2868,2001,8,"TS","Planting",NA,0.18,"Block",5,0.472843438386917,2.96549654006958,19.5145473480225,7.60450744628906,152,0.0883021764457226,0.0148539446915189,5.24987332026164,592,39,0.671324670314789,70.6992696126302,5.49833027521769,0.687668979167938,1.07718479633331,15.8815205250188,20.4333333333333,7.525,8.69026374816895,7757.405034,43096.6946333333,32,177.777777777778,1,0,1,"H2MCP1"
"718",718,"239.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","239","A",2009,-37.0105,141.7542,1995,14,"TS","Planting",NA,0.125,"Block",5,0.448635637760162,2.44460010528564,22.6049035390218,9.71847534179688,153,0.0856201114753882,0.0146982530131936,5.47991768519084,559,36,0.576260149478912,72.0405502319336,5.73136345545451,1.0738513469696,1.15207719802856,15.767696097322,20.3416666666667,7.51666666666667,7.41915225982666,6919.646211,55357.169688,45,360,4.88477223026586,0.321215770632032,5,"H2NLP1"
"719",719,"239.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","239","B",2009,-37.0105,141.7542,1995,14,"TS","Planting",NA,0.125,"Block",5,0.448635637760162,2.44460010528564,22.6049035390218,9.71847534179688,153,0.0856201114753882,0.0146982530131936,5.47991768519084,559,36,0.576260149478912,72.0405502319336,5.73136345545451,1.0738513469696,1.15207719802856,15.767696097322,20.3416666666667,7.51666666666667,7.41915225982666,6790.611184,54324.889472,35,280,3.98309778456837,0.128905122261026,4,"H2NLP1"
"720",720,"239.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","239","C",2009,-37.0105,141.7542,1995,14,"TS","Planting",NA,0.125,"Block",5,0.448635637760162,2.44460010528564,22.6049035390218,9.71847534179688,153,0.0856201114753882,0.0146982530131936,5.47991768519084,559,36,0.576260149478912,72.0405502319336,5.73136345545451,1.0738513469696,1.15207719802856,15.767696097322,20.3416666666667,7.51666666666667,7.41915225982666,10051.942737,80415.541896,53,424,2.99998218327773,0.00422094833412557,3,"H2NLP1"
"721",721,"240.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","240","A",2009,-36.727,141.3394,2000,9,"DS","Planting",NA,0.025,"Linear (5 rows, 15 m)",2,0.424785643815994,2.48177194595337,34.1013291676839,6.90966796875,150,0.10431228329738,0.0144578659286102,5.8781894048055,545,38,0.563684463500977,52.9995346069336,5.73141431808472,1.31994986534119,1.09757840633392,16.1735399494272,20.8166666666667,7.525,7.84952020645142,1127.747969,45109.91876,45,1800,5.75335602192941,0.463240905684121,6,"H2PEP1"
"722",722,"240.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","240","B",2009,-36.727,141.3394,2000,9,"DS","Planting",NA,0.025,"Linear (5 rows, 15 m)",2,0.424785643815994,2.48177194595337,34.1013291676839,6.90966796875,150,0.10431228329738,0.0144578659286102,5.8781894048055,545,38,0.563684463500977,52.9995346069336,5.73141431808472,1.31994986534119,1.09757840633392,16.1735399494272,20.8166666666667,7.525,7.84952020645142,1698.023044,67920.92176,69,2760,5.4917193660956,0.605195352378656,6,"H2PEP1"
"723",723,"240.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","240","C",2009,-36.727,141.3394,2000,9,"DS","Planting",NA,0.025,"Linear (5 rows, 15 m)",2,0.424785643815994,2.48177194595337,34.1013291676839,6.90966796875,150,0.10431228329738,0.0144578659286102,5.8781894048055,545,38,0.563684463500977,52.9995346069336,5.73141431808472,1.31994986534119,1.09757840633392,16.1735399494272,20.8166666666667,7.525,7.84952020645142,1139.909658,45596.38632,57,2280,5.66859333363068,0.515087916262218,6,"H2PEP1"
"724",724,"241.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","241","A",2009,-37.0671,141.2633,1998,11,"DS","Planting",NA,0.02,"Linear (7-8 rows, 25 m)",3,0.505271673202515,3.99645853042603,20.6001421610514,3.7880859375,159,0.0986645941932996,0.0146741239974896,5.02877807617188,623,41,0.711697578430176,68.0458157857259,7.18448352813721,0.322851300239563,1.11330378055573,15.6930539838004,20.175,7.49166666666667,8.9139347076416,1055.772582,52788.6291,41,2050,4.71621421460959,0.458008862295447,5,"H2SDP1"
"725",725,"241.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","241","B",2009,-37.0671,141.2633,1998,11,"DS","Planting",NA,0.02,"Linear (7-8 rows, 25 m)",3,0.505271673202515,3.99645853042603,20.6001421610514,3.7880859375,159,0.0986645941932996,0.0146741239974896,5.02877807617188,623,41,0.711697578430176,68.0458157857259,7.18448352813721,0.322851300239563,1.11330378055573,15.6930539838004,20.175,7.49166666666667,8.9139347076416,1060.123535,53006.17675,38,1900,5.49928876244666,0.620210021611536,6,"H2SDP1"
"726",726,"241.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","241","C",2009,-37.0671,141.2633,1998,11,"DS","Planting",NA,0.02,"Linear (7-8 rows, 25 m)",3,0.505271673202515,3.99645853042603,20.6001421610514,3.7880859375,159,0.0986645941932996,0.0146741239974896,5.02877807617188,623,41,0.711697578430176,68.0458157857259,7.18448352813721,0.322851300239563,1.11330378055573,15.6930539838004,20.175,7.49166666666667,8.9139347076416,1242.495774,62124.7887,32,1600,4.93346774193548,0.249210185789732,5,"H2SDP1"
"727",727,"242.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","242","A",2009,-36.7724,141.7657,1998,11,"TS","Planting",NA,0.1875,"Linear (? rows, 40 m)",4,0.380171746015549,2.0525119304657,23.6753940582275,12.6304016113281,135,0.077493816614151,0.0131950710589687,6.1569242477417,487,33,0.522360682487488,67.4914118448893,5.19282786051432,2.44758820533752,1.07057094573975,16.1049327655778,20.8416666666667,7.61666666666667,9.22812557220459,7131.019622,38032.1046506667,50,266.666666666667,2.9997653246436,0.0153173197352802,3,"H2SMP1"
"728",728,"242.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","242","B",2009,-36.7724,141.7657,1998,11,"TS","Planting",NA,0.1875,"Linear (? rows, 40 m)",4,0.380171746015549,2.0525119304657,23.6753940582275,12.6304016113281,135,0.077493816614151,0.0131950710589687,6.1569242477417,487,33,0.522360682487488,67.4914118448893,5.19282786051432,2.44758820533752,1.07057094573975,16.1049327655778,20.8416666666667,7.61666666666667,9.22812557220459,7654.51727,40824.0921066667,42,224,2.98083204309135,0.137115104723511,3,"H2SMP1"
"729",729,"242.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","242","C",2009,-36.7724,141.7657,1998,11,"TS","Planting",NA,0.1875,"Linear (? rows, 40 m)",4,0.380171746015549,2.0525119304657,23.6753940582275,12.6304016113281,135,0.077493816614151,0.0131950710589687,6.1569242477417,487,33,0.522360682487488,67.4914118448893,5.19282786051432,2.44758820533752,1.07057094573975,16.1049327655778,20.8416666666667,7.61666666666667,9.22812557220459,9097.692731,48521.0278986667,42,224,2.99999999719663,5.29468659362538e-05,3,"H2SMP1"
"730",730,"243.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","243","A",2009,-36.8644,141.3656,1998,11,"DS","Planting",NA,0.011,"Linear (9-10 rows, 40 m)",4,0.445059299468994,2.84299230575562,18.5816996892293,12.0022125244141,158,0.0746574215590954,0.0117078988502423,5.12485281626383,563,39,0.613186836242676,76.5705769856771,5.59311087926229,0.745859563350677,1.06800985336304,16.1816803745201,20.5416666666667,7.45,10.9118156433105,1079.523462,98138.4965454546,54,4909.09090909091,4.3290835443668,0.649068400360088,5,"H2WJP1"
"731",731,"243.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","243","B",2009,-36.8644,141.3656,1998,11,"DS","Planting",NA,0.011,"Linear (9-10 rows, 40 m)",4,0.445059299468994,2.84299230575562,18.5816996892293,12.0022125244141,158,0.0746574215590954,0.0117078988502423,5.12485281626383,563,39,0.613186836242676,76.5705769856771,5.59311087926229,0.745859563350677,1.06800985336304,16.1816803745201,20.5416666666667,7.45,10.9118156433105,1336.062697,121460.245181818,45,4090.90909090909,3.65750528540936,0.479695682886802,4,"H2WJP1"
"732",732,"243.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","243","C",2009,-36.8644,141.3656,1998,11,"DS","Planting",NA,0.011,"Linear (9-10 rows, 40 m)",4,0.445059299468994,2.84299230575562,18.5816996892293,12.0022125244141,158,0.0746574215590954,0.0117078988502423,5.12485281626383,563,39,0.613186836242676,76.5705769856771,5.59311087926229,0.745859563350677,1.06800985336304,16.1816803745201,20.5416666666667,7.45,10.9118156433105,1023.542367,93049.3060909091,30,2727.27272727273,4,0,4,"H2WJP1"
"733",733,"244.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z3","244","A",2009,-36.2769,141.5225,1997,12,"TS","Planting",NA,0.18,"Block",5,0.323330819606781,1.64029467105865,29.7258103688558,6.68569946289062,137,0.0799290152887503,0.0157616824532549,6.82147757212321,431,31,0.431829959154129,63.9379564921061,6.32514063517253,0.692497074604034,1.05331242084503,16.981796033952,21.5083333333333,7.7,10.8277721405029,1445.909227,8032.82903888889,35,194.444444444444,3.99847211611918,0.0390582827537485,4,"H3BOP1"
"734",734,"244.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z3","244","B",2009,-36.2769,141.5225,1997,12,"TS","Planting",NA,0.18,"Block",5,0.323330819606781,1.64029467105865,29.7258103688558,6.68569946289062,137,0.0799290152887503,0.0157616824532549,6.82147757212321,431,31,0.431829959154129,63.9379564921061,6.32514063517253,0.692497074604034,1.05331242084503,16.981796033952,21.5083333333333,7.7,10.8277721405029,1738.959862,9660.88812222222,34,188.888888888889,3.88235294117647,0.322189739708921,4,"H3BOP1"
"735",735,"244.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z3","244","C",2009,-36.2769,141.5225,1997,12,"TS","Planting",NA,0.18,"Block",5,0.323330819606781,1.64029467105865,29.7258103688558,6.68569946289062,137,0.0799290152887503,0.0157616824532549,6.82147757212321,431,31,0.431829959154129,63.9379564921061,6.32514063517253,0.692497074604034,1.05331242084503,16.981796033952,21.5083333333333,7.7,10.8277721405029,1980.063946,11000.3552555556,33,183.333333333333,4,0,4,"H3BOP1"
"736",736,"245.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z3","245","A",2009,-36.3164,141.5158,1999,10,"DS","Planting",NA,0.16,"Block",5,0.336850047111511,1.74039840698242,38.5767834981283,3.64907836914062,152,0.106343967219194,0.0170249550913771,7.24004316329956,447,31,0.444850981235504,48.4598236083984,7.06334718068441,0.188888341188431,1.16651856899261,16.9431058020665,21.4,7.63333333333333,9.26945686340332,875.409806,5471.3112875,36,225,3.97618996278863,0.152456942575138,4,"H3BTP1"
"737",737,"245.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z3","245","B",2009,-36.3164,141.5158,1999,10,"DS","Planting",NA,0.16,"Block",5,0.336850047111511,1.74039840698242,38.5767834981283,3.64907836914062,152,0.106343967219194,0.0170249550913771,7.24004316329956,447,31,0.444850981235504,48.4598236083984,7.06334718068441,0.188888341188431,1.16651856899261,16.9431058020665,21.4,7.63333333333333,9.26945686340332,992.242582,6201.5161375,34,212.5,1.99997843712265,0.00464353447200234,2,"H3BTP1"
"738",738,"245.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z3","245","C",2009,-36.3164,141.5158,1999,10,"DS","Planting",NA,0.16,"Block",5,0.336850047111511,1.74039840698242,38.5767834981283,3.64907836914062,152,0.106343967219194,0.0170249550913771,7.24004316329956,447,31,0.444850981235504,48.4598236083984,7.06334718068441,0.188888341188431,1.16651856899261,16.9431058020665,21.4,7.63333333333333,9.26945686340332,2009.590587,12559.94116875,42,262.5,2.63763066202091,0.519023435890992,3,"H3BTP1"
"739",739,"246.A","MDD","MDD02","Greening Australia","GA-Vic H141 Z3","246","A",2009,-35.7931,141.8482,1999,10,"DS/TS","Planting",NA,0.072,"Block",5,0.276978403329849,1.30819368362427,26.2137749989827,2.54851531982422,92,0.083908136934042,0.026577456543843,7.8275933265686,385,23,0.358895361423492,58.8118960062663,6.46310313542684,0.144523963332176,1.05851149559021,17.6608002104221,22.4833333333333,8.4,10.2234363555908,927.071699,12875.9958194444,30,416.666666666667,7,0,7,"H3BUP1"
